"","id","session","statements","M","SD","responses"
"6114",20,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6115",64,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6116",6,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6117",5,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6118",76,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6119",75,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6120",77,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6121",22,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6122",59,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6123",9,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6124",17,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6125",18,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6126",35,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6127",60,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6128",66,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6129",36,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6130",15,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6131",72,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6132",68,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6133",1,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6134",65,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6135",12,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6136",73,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6137",48,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6138",62,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6139",63,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6140",29,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6141",61,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6142",67,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6143",37,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6144",14,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6145",11,2,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6146",13,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6147",39,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,1
"6148",38,1,"In USA wird kein Teletext ausgestrahlt.",4.11,1.29,0
"6149",5,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6150",47,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6151",48,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6152",52,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6153",13,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6154",76,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6155",49,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6156",4,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6157",19,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6158",26,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6159",79,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6160",75,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6161",54,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6162",81,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6163",40,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6164",21,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6165",22,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6166",23,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6167",55,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6168",37,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6169",77,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6170",38,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6171",25,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6172",63,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6173",66,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6174",50,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6175",34,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6176",32,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6177",17,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6178",33,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6179",58,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6180",46,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6181",80,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6182",53,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6183",24,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6184",41,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6185",71,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6186",62,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6187",30,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6188",29,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6189",35,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6190",7,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6191",6,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6192",18,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6193",59,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6194",28,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6195",27,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6196",15,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6197",69,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6198",44,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6199",72,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6200",14,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6201",68,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6202",9,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6203",20,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6204",36,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6205",12,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6206",70,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6207",74,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6208",43,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6209",16,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6210",1,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6211",60,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6212",64,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6213",31,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6214",56,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6215",42,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6216",2,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6217",73,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6218",11,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6219",61,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6220",39,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6221",67,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,0
"6222",57,1,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6223",65,2,"Island ist geologisch das jüngste Inselland der Welt.",4,0.67,1
"6224",25,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6225",53,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6226",5,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6227",61,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6228",79,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6229",33,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6230",50,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6231",65,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6232",63,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6233",1,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6234",62,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6235",4,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6236",55,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6237",80,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6238",26,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6239",2,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6240",6,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6241",42,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6242",52,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6243",64,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6244",27,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6245",11,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6246",58,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6247",7,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6248",19,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6249",56,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6250",38,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6251",44,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6252",35,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6253",36,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6254",17,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6255",29,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6256",81,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6257",57,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6258",74,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6259",73,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6260",46,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6261",31,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6262",18,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6263",37,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6264",21,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6265",59,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6266",9,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6267",20,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6268",23,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6269",54,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6270",75,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6271",68,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6272",77,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6273",41,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6274",70,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6275",47,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6276",24,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6277",34,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6278",22,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6279",40,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6280",30,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6281",13,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6282",66,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6283",76,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6284",43,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6285",39,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6286",72,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6287",14,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6288",60,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6289",16,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6290",32,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6291",48,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6292",12,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6293",15,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6294",67,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6295",69,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,1
"6296",71,1,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6297",49,2,"Jean-Jaques Rousseau war alleinerziehender Vater.",3.78,0.73,0
"6298",70,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6299",64,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6300",16,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6301",55,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6302",72,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6303",47,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6304",32,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6305",63,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6306",60,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6307",54,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6308",44,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6309",7,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6310",43,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6311",65,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6312",26,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6313",25,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6314",46,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6315",53,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6316",19,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6317",71,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6318",6,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6319",36,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6320",61,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6321",80,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6322",48,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6323",27,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6324",18,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6325",11,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6326",31,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6327",52,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6328",81,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6329",4,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6330",17,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6331",5,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6332",42,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6333",9,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6334",57,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6335",62,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6336",56,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6337",59,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6338",24,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6339",33,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6340",40,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6341",35,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6342",58,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6343",73,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6344",2,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6345",41,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6346",74,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6347",29,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6348",79,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6349",75,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6350",21,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6351",66,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6352",1,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6353",22,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6354",49,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6355",23,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6356",34,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6357",38,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6358",20,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6359",76,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6360",30,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6361",67,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6362",39,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6363",69,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6364",37,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6365",77,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6366",68,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6367",13,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6368",15,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6369",50,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6370",12,2,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,1
"6371",14,1,"Keime sterben auf Holz schneller ab als auf Plastik.",4.25,1.37,0
"6372",35,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6373",55,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6374",38,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6375",26,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6376",44,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6377",27,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6378",61,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6379",43,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6380",53,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6381",79,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6382",64,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6383",50,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6384",36,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6385",37,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6386",17,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6387",25,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6388",9,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6389",81,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6390",23,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6391",77,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6392",63,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6393",76,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6394",56,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6395",2,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6396",11,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6397",80,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6398",46,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6399",5,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6400",34,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6401",54,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6402",24,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6403",22,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6404",58,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6405",4,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6406",13,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6407",57,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6408",39,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6409",7,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6410",66,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6411",30,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6412",73,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6413",49,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6414",12,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6415",48,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6416",59,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6417",52,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6418",60,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6419",41,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6420",68,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6421",29,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6422",69,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6423",19,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6424",21,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6425",20,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6426",6,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6427",18,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6428",32,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6429",72,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6430",31,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6431",42,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6432",67,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6433",62,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6434",40,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6435",65,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6436",33,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6437",15,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6438",74,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6439",47,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6440",1,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6441",70,2,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6442",16,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,1
"6443",75,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6444",71,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6445",14,1,"Kleinohrigel haben keine Stacheln.",3.95,0.91,0
"6446",5,2,"Kokosnüsse haben einen höheren Fettanteil als Pistazien.",4.11,1.88,1
"6447",26,2,"Kokosnüsse haben einen höheren Fettanteil als Pistazien.",4.11,1.88,1
"6448",36,2,"Kokosnüsse haben einen höheren Fettanteil als Pistazien.",4.11,1.88,1
